country,date,confirmed,deaths,recovered,tests,hospitalized,in.icu,confirmed_m_00-09,confirmed_w_00-09,confirmed_m_10-19,confirmed_w_10-19,confirmed_m_20-29,confirmed_w_20-29,confirmed_m_30-39,confirmed_w_30-39,confirmed_m_40-49,confirmed_w_40-49,confirmed_m_50-59,confirmed_w_50-59,confirmed_m_60-69,confirmed_w_60-69,confirmed_m_70-79,confirmed_w_70-79,confirmed_m_80+,confirmed_w_80+,death_m_00-09,death_w_00-09,death_m_10-19,death_w_10-19,death_m_20-29,death_w_20-29,death_m_30-39,death_w_30-39,death_m_40-49,death_w_40-49,death_m_50-59,death_w_50-59,death_m_60-69,death_w_60-69,death_m_70-79,death_w_70-79,death_m_80+,death_w_80+,first_vaccine,second_vaccine,contacts
Portugal,2020-10-02,77284,1983,49359,NA,682,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-01,76396,1977,48937,NA,682,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-30,75542,1971,48530,NA,666,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-29,74717,1963,48193,NA,661,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-28,74029,1957,47884,NA,659,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-27,73604,1953,47647,NA,635,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-26,72939,1944,47380,NA,615,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-25,72055,1936,47003,NA,624,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-24,71156,1931,46676,NA,588,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-23,70465,1928,46290,NA,571,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-22,69663,1925,45974,NA,546,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-21,69200,1920,45736,NA,518,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-20,68577,1912,45596,NA,511,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-19,68025,1899,45404,NA,497,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-18,67176,1894,45053,NA,465,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-17,66396,1888,44794,NA,480,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-16,65626,1878,44528,NA,482,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-15,65021,1875,44362,NA,478,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-14,64596,1871,44185,NA,477,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-13,63983,1867,44069,NA,452,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-12,63310,1860,43894,NA,438,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-11,62813,1855,43644,NA,404,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-10,62126,1852,43441,NA,406,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-09,61541,1849,43284,NA,391,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-08,60895,1846,43146,NA,394,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-07,60507,1843,43016,NA,381,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-06,60258,1840,42953,NA,354,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-05,59943,1838,42793,NA,345,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-04,59457,1833,42576,NA,339,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-03,59051,1829,42427,NA,334,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-02,58633,1827,42233,NA,337,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-09-01,58243,1824,42104,NA,350,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-31,58012,1822,41961,NA,349,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-30,57768,1819,41885,NA,341,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-29,57448,1818,41766,NA,324,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-28,57074,1815,41556,NA,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-27,56673,1809,41357,NA,317,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-26,56274,1807,41184,NA,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-25,55912,1805,41021,NA,325,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-24,55720,1801,40880,NA,321,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-23,55597,1796,40774,NA,317,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-22,55452,1794,40652,NA,316,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-21,55211,1792,40473,NA,321,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-20,54992,1788,40264,NA,334,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-19,54701,1786,40129,NA,329,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-18,54448,1784,39936,NA,336,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-17,54234,1779,39800,NA,336,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-08-16,54102,1778,39697,468937,325,39,1073,932,1199,1357,3897,4467,4214,4640,4028,4904,3515,4601,2550,2842,1761,1972,1982,4092,0,0,0,0,1,1,1,3,11,10,40,17,110,49,212,135,520,668,NA,NA,NA
Portugal,2020-08-15,53981,1775,39585,467868,320,37,1069,929,1195,1354,3888,4457,4200,4632,4017,4897,3503,4594,2542,2836,1759,1966,1979,4088,0,0,0,0,1,1,1,3,10,10,40,17,109,49,212,135,519,668,NA,NA,NA
Portugal,2020-08-14,53783,1772,39374,466096,348,41,1059,927,1187,1346,3873,4434,4187,4616,3987,4878,3490,4583,2534,2830,1757,1961,1976,4083,0,0,0,0,1,1,1,3,10,10,40,17,109,49,212,135,518,666,NA,NA,NA
Portugal,2020-08-13,53548,1770,39177,464365,358,39,1044,917,1174,1341,3836,4404,4170,4590,3971,4860,3480,4572,2524,2824,1754,1958,1972,4081,0,0,0,0,1,1,1,3,10,10,40,17,109,48,212,135,517,666,NA,NA,NA
Portugal,2020-08-12,53223,1764,38940,462450,367,40,1040,915,1166,1326,3811,4377,4140,4570,3946,4839,3459,4545,2510,2808,1743,1946,1959,4047,0,0,0,0,1,1,1,3,10,10,40,17,109,48,211,134,515,664,NA,NA,NA
Portugal,2020-08-11,52945,1761,38760,460663,365,35,1033,906,1159,1315,3789,4343,4114,4546,3924,4824,3444,4527,2497,2796,1731,1941,1948,4029,0,0,0,0,1,1,1,3,10,10,40,17,109,48,211,134,515,661,NA,NA,NA
Portugal,2020-08-10,52825,1759,38600,458607,374,29,1030,904,1156,1313,3773,4335,4097,4534,3913,4818,3437,4524,2495,2790,1726,1941,1942,4019,0,0,0,0,1,1,1,3,10,10,40,17,109,48,211,134,513,661,NA,NA,NA
Portugal,2020-08-09,52668,1756,38511,457462,366,33,1024,898,1152,1309,3757,4316,4087,4521,3900,4800,3423,4514,2490,2782,1723,1938,1941,4015,0,0,0,0,1,1,1,3,10,10,40,17,108,48,211,134,511,661,NA,NA,NA
Portugal,2020-08-08,52537,1750,38364,456256,357,33,1022,895,1145,1306,3746,4303,4078,4509,3893,4786,3412,4502,2482,2778,1717,1929,1941,4015,0,0,0,0,1,1,1,3,10,10,40,17,108,48,209,134,508,660,NA,NA,NA
Portugal,2020-08-07,52351,1746,38087,454380,356,36,1016,885,1141,1289,3729,4290,4061,4499,3874,4772,3400,4495,2469,2767,1712,1926,1936,4012,0,0,0,0,1,1,1,3,10,10,40,17,107,48,208,133,507,660,NA,NA,NA
Portugal,2020-08-06,52061,1743,37840,452453,369,42,1013,880,1128,1282,3703,4264,4041,4467,3861,4753,3387,4473,2460,2754,1701,1911,1920,3985,0,0,0,0,1,1,1,3,10,10,40,17,107,48,208,131,506,660,NA,NA,NA
Portugal,2020-08-05,51848,1740,37565,450524,384,41,1010,873,1121,1270,3685,4244,4026,4445,3852,4737,3372,4457,2453,2744,1696,1900,1912,3973,0,0,0,0,1,1,1,3,10,10,39,17,107,48,207,131,505,660,NA,NA,NA
Portugal,2020-08-04,51681,1739,37318,448517,401,44,1003,868,1112,1263,3671,4236,4011,4433,3838,4726,3357,4444,2442,2735,1690,1896,1910,3968,0,0,0,0,1,1,1,3,10,10,38,17,107,48,207,131,505,660,NA,NA,NA
Portugal,2020-08-03,51569,1738,37111,446342,390,42,1000,864,1106,1260,3664,4228,4002,4425,3827,4715,3353,4440,2431,2729,1686,1893,1906,3964,0,0,0,0,1,1,1,3,10,10,38,17,107,48,207,130,505,660,NA,NA,NA
Portugal,2020-08-02,51463,1738,36984,445193,378,41,999,856,1104,1257,3653,4224,3993,4412,3819,4705,3345,4436,2427,2723,1681,1886,1905,3962,0,0,0,0,1,1,1,3,10,10,38,17,107,48,207,130,505,660,NA,NA,NA
Portugal,2020-08-01,51310,1737,36783,443975,375,40,989,850,1094,1249,3640,4211,3978,4397,3809,4698,3336,4426,2426,2716,1679,1882,1902,3952,0,0,0,0,1,1,1,3,10,10,38,17,106,48,207,130,505,660,NA,NA,NA
Portugal,2020-07-31,51072,1735,36483,442088,381,41,977,838,1088,1236,3623,4196,3959,4379,3792,4679,3322,4413,2419,2700,1671,1877,1892,3935,0,0,0,0,1,1,1,3,10,10,38,17,106,48,207,130,504,659,NA,NA,NA
Portugal,2020-07-30,50868,1727,36140,440046,403,42,966,830,1079,1227,3606,4187,3956,4356,3771,4657,3305,4404,2412,2690,1664,1870,1889,3925,0,0,0,0,1,1,1,2,10,10,38,17,105,48,204,130,503,657,NA,NA,NA
Portugal,2020-07-29,50613,1725,35875,437976,403,43,962,821,1073,1222,3586,4168,3934,4324,3742,4628,3294,4384,2402,2678,1657,1865,1882,3917,0,0,0,0,1,1,1,2,10,10,38,17,105,48,203,130,502,657,NA,NA,NA
Portugal,2020-07-28,50410,1722,35626,435789,402,41,953,808,1070,1216,3560,4144,3924,4312,3726,4607,3278,4364,2393,2677,1653,1860,1879,3914,0,0,0,0,1,1,1,2,10,10,38,17,105,48,203,130,501,655,NA,NA,NA
Portugal,2020-07-27,50299,1719,35375,433461,414,45,949,804,1068,1213,3551,4131,3922,4305,3720,4601,3272,4356,2386,2667,1647,1858,1869,3912,0,0,0,0,1,1,1,2,10,10,38,17,104,48,203,129,501,654,NA,NA,NA
Portugal,2020-07-26,50164,1717,35217,432390,403,48,949,800,1063,1207,3543,4117,3907,4292,3706,4588,3265,4345,2385,2656,1643,1857,1868,3905,0,0,0,0,1,1,1,2,10,10,38,17,104,48,203,129,500,653,NA,NA,NA
Portugal,2020-07-25,49955,1716,35010,431111,410,50,936,791,1060,1203,3521,4096,3887,4280,3690,4573,3249,4329,2380,2645,1640,1850,1865,3893,0,0,0,0,1,1,1,2,10,10,38,17,104,48,202,129,500,653,NA,NA,NA
Portugal,2020-07-24,49692,1712,34687,429254,420,52,929,784,1048,1195,3496,4072,3851,4259,3668,4551,3237,4312,2366,2633,1632,1842,1861,3889,0,0,0,0,1,1,1,2,10,10,38,17,104,48,201,129,499,651,NA,NA,NA
Portugal,2020-07-23,49379,1705,34369,427203,431,59,922,773,1036,1183,3471,4043,3811,4234,3645,4525,3216,4299,2345,2623,1626,1837,1856,3867,0,0,0,0,1,1,1,2,10,10,38,17,104,48,199,128,497,649,NA,NA,NA
Portugal,2020-07-22,49150,1702,33999,425124,439,59,912,770,1028,1172,3447,4024,3798,4214,3618,4507,3198,4291,2335,2616,1618,1827,1852,3858,0,0,0,0,1,1,1,2,10,10,38,17,104,48,199,128,495,648,NA,NA,NA
Portugal,2020-07-21,48898,1697,33769,423040,439,62,902,758,1021,1155,3434,3995,3777,4191,3595,4482,3184,4282,2325,2607,1608,1815,1848,3855,0,0,0,0,1,1,1,2,10,10,38,17,103,48,199,128,492,647,NA,NA,NA
Portugal,2020-07-20,48771,1691,33547,420635,454,61,898,756,1018,1152,3423,3979,3768,4175,3589,4473,3174,4276,2316,2601,1605,1809,1846,3849,0,0,0,0,1,1,1,2,10,10,38,17,102,48,198,128,492,643,NA,NA,NA
Portugal,2020-07-19,48636,1689,33369,419408,439,61,891,755,1014,1148,3410,3968,3760,4159,3578,4464,3165,4269,2308,2593,1602,1805,1840,3843,0,0,0,0,1,1,1,2,10,10,38,17,102,48,198,128,491,642,NA,NA,NA
Portugal,2020-07-18,48390,1684,33153,417996,452,65,883,744,1004,1139,3403,3938,3733,4141,3561,4437,3143,4254,2296,2585,1596,1797,1837,3835,0,0,0,0,1,1,1,2,10,10,38,17,102,48,197,128,489,640,NA,NA,NA
Portugal,2020-07-17,48077,1682,32790,415851,447,67,869,735,995,1129,3376,3904,3715,4112,3539,4406,3123,4233,2282,2567,1586,1788,1833,3821,0,0,0,0,1,1,1,2,10,10,38,17,102,48,197,128,488,639,NA,NA,NA
Portugal,2020-07-16,47765,1679,32476,413498,476,72,853,727,984,1122,3353,3861,3691,4076,3520,4376,3103,4212,2273,2555,1579,1779,1828,3815,0,0,0,0,1,1,1,2,10,10,38,17,102,48,197,128,487,637,NA,NA,NA
Portugal,2020-07-15,47426,1676,32110,411293,478,68,843,715,975,1105,3320,3833,3659,4036,3494,4345,3084,4191,2259,2548,1567,1770,1824,3802,0,0,0,0,1,1,1,2,10,10,38,17,102,48,196,128,486,636,NA,NA,NA
Portugal,2020-07-14,47051,1668,31550,408951,472,69,827,707,964,1090,3284,3813,3627,3996,3455,4303,3060,4168,2248,2534,1553,1762,1813,3798,0,0,0,0,1,1,1,2,10,10,38,17,102,48,196,128,484,630,NA,NA,NA
Portugal,2020-07-13,46818,1662,31065,406412,467,63,822,702,959,1084,3255,3785,3604,3983,3428,4284,3047,4151,2235,2524,1548,1757,1811,3791,0,0,0,0,1,1,1,2,10,10,38,17,102,48,195,126,484,627,NA,NA,NA
Portugal,2020-07-12,46512,1660,30907,405110,462,64,809,690,947,1080,3219,3758,3573,3958,3402,4269,3022,4133,2218,2509,1540,1749,1807,3781,0,0,0,0,1,1,1,1,10,10,38,17,102,48,194,126,484,627,NA,NA,NA
Portugal,2020-07-11,46221,1654,30655,403748,459,68,802,676,938,1068,3200,3737,3538,3940,3380,4244,2997,4129,2198,2492,1534,1738,1802,3770,0,0,0,0,1,1,1,1,10,10,38,17,102,47,193,125,481,627,NA,NA,NA
Portugal,2020-07-10,45679,1646,30350,401296,471,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,10,10,38,17,102,46,190,125,478,626,NA,NA,NA
Portugal,2020-07-09,45277,1644,30049,398922,487,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,10,10,38,17,102,46,190,125,477,625,NA,NA,NA
Portugal,2020-07-08,44859,1631,29714,396521,512,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,10,10,38,16,102,46,190,125,472,618,NA,NA,NA
Portugal,2020-07-07,44416,1629,29445,394134,511,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,10,10,38,15,102,46,189,125,472,618,NA,NA,NA
Portugal,2020-07-06,44129,1620,29166,391651,513,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,10,10,38,15,102,46,187,123,469,616,NA,NA,NA
Portugal,2020-07-05,43897,1614,29017,390400,504,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,10,10,37,15,100,46,187,123,467,615,NA,NA,NA
Portugal,2020-07-04,43569,1605,28772,388969,489,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,10,10,37,15,100,46,187,122,466,608,NA,NA,NA
Portugal,2020-07-03,43156,1598,28424,386926,495,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,10,9,37,15,99,46,187,122,464,605,NA,NA,NA
Portugal,2020-07-02,42782,1587,28097,384973,510,77,685,578,817,950,2895,3374,3225,3627,3145,3959,2805,3885,2061,2343,1444,1633,1721,3601,0,0,0,0,1,1,1,1,10,9,35,16,98,46,185,121,460,603,NA,NA,NA
Portugal,2020-07-01,42454,1579,27798,382818,503,79,670,573,803,937,2867,3348,3198,3591,3120,3932,2789,3865,2050,2324,1436,1617,1719,3581,0,0,0,0,1,1,1,1,10,8,35,15,98,46,183,121,459,600,NA,NA,NA
Portugal,2020-06-30,42141,1576,27505,380476,491,73,660,572,797,926,2834,3312,3169,3552,3094,3919,2769,3847,2028,2311,1427,1612,1714,3569,0,0,0,0,1,1,1,1,10,8,35,15,98,46,183,121,458,598,NA,NA,NA
Portugal,2020-06-29,41912,1568,27205,378073,489,71,653,564,791,920,2814,3288,3150,3527,3080,3902,2755,3835,2016,2298,1419,1605,1704,3563,0,0,0,0,1,1,1,1,10,8,35,15,97,46,182,120,456,595,NA,NA,NA
Portugal,2020-06-28,41646,1564,27066,376815,458,75,643,559,782,908,2792,3260,3120,3506,3047,3885,2747,3817,2006,2293,1413,1598,1693,3549,0,0,0,0,1,1,1,1,10,8,35,15,97,46,182,119,455,593,NA,NA,NA
Portugal,2020-06-27,41189,1561,26864,375490,442,70,625,549,764,888,2758,3213,3077,3464,3022,3847,2722,3789,1996,2273,1410,1585,1675,3503,0,0,0,0,1,1,1,1,10,8,35,15,97,46,181,119,455,591,NA,NA,NA
Portugal,2020-06-26,40866,1555,26633,373293,457,67,610,536,758,877,2730,3181,3050,3431,3000,3821,2708,3763,1977,2258,1400,1580,1669,3488,0,0,0,0,1,1,1,1,10,8,34,15,97,46,180,119,452,590,NA,NA,NA
Portugal,2020-06-25,40415,1549,26382,371024,436,67,596,520,738,860,2700,3145,3001,3389,2980,3789,2678,3745,1957,2238,1390,1562,1652,3446,0,0,0,0,1,1,1,1,10,8,34,15,96,46,180,119,448,589,NA,NA,NA
Portugal,2020-06-24,40104,1543,26083,368967,429,73,581,509,723,846,2678,3112,2970,3359,2957,3763,2665,3724,1945,2234,1387,1552,1641,3428,0,0,0,0,1,1,1,1,10,8,34,15,95,46,179,119,446,587,NA,NA,NA
